X,Y,OBJECTID,Provider_Name,Provider_Name2,Address,Address2,City,State,Zip,County,Phone,Website_URL,Date_Last_Update,Type_,Detoxification,Mental_Health,Substance_Abuse,Transitional_Housing,Opiod_Treatment_Settings,SAMHSA_Cert_Opioid_Treatment_Program,Buprenorphine_Maintenance,Buprenorphine_Maintenance_for_Predetermined_Time,Buprenorphine_Detoxification,Buprenorphine_used_in_Treatment,Naltrexone_used_in_Treatment,Methadone_Maintenance,Methadone_Maintenance_for_Predetermined_time,Methadone_Detoxification,Prescribes_administers_Buprenorphine,Prescribes_administers_Naltrexone,Relapse_prevention_from_Naltrexone,Use_methadone_buprenorphine_for_pain_mgmt_emergency,Accepts_clients_on_opioid_medication,Do_not_use_medication_for_Opioid_Addiction,Does_not_treat_Opioid_Addiction,Facility_Type,Age_Groups_Served,Date_Data_Published_CDPHE,Directions,LATITUDE,LONGITUDE
-107.2196263,39.4089716,272,Colorado Counseling Inc,,1101 Village Road,Suite UL-6-C,Carbondale,CO,81623,Garfield,970-963-5914,http://www.mycoloradocounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Do not use medication for opioid addiction,,,,,,,,,,,,,,,Do not use medication for opioid addiction ,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1101 Village Road, Carbondale, CO 81623",39.4089716,-107.2196263
-105.0766338,40.5654771,273,Turning Point Ctr for Youth/Family,,1644 South College Avenue,,Fort Collins,CO,80525,Larimer,970-567-0938,http://www.turningpnt.org,2018/06/20 09:18:03.968,Substance abuse treatment ,,,Substance abuse treatment  ,,Do not use medication for opioid addiction,,,,,,,,,,,,,,,Do not use medication for opioid addiction ,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1644 South College Avenue, Fort Collins, CO 80525",40.5654771,-105.0766338
-104.7720291,40.4075908,274,Active Counseling and,Therapeutic  Solutions,5628 West 19th Street,Suite 4,Greeley,CO,80634,Weld,970-356-3887,http://www.activecounseling.org/,2018/03/07 12:04:16.914,Substance abuse treatment ,,,Substance abuse treatment  ,,Do not use medication for opioid addiction,,,,,,,,,,,,,,,Do not use medication for opioid addiction ,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=5628 West 19th Street, Greeley, CO 80634",40.4075908,-104.7720291
-104.6083082,38.2740307,275,State of Grace Counseling,,720 North Main Street,Suite 240,Pueblo,CO,81003,Pueblo,719-569-7909,http://www.stateofgracecounseling.com/,2018/02/01 14:13:38.257,Substance abuse treatment ,,,Substance abuse treatment  ,,Do not use medication for opioid addiction,,,,,,,,,,,,,,,Do not use medication for opioid addiction ,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=720 North Main Street, Pueblo, CO 81003",38.2740307,-104.6083082
-103.799926,40.248579,276,Advantage Treatment Center,,219 East Railroad Avenue,,Fort Morgan,CO,80701,Morgan,970-427-5520,http://,2017/08/09 14:09:18.732,Substance abuse treatment ,,,Substance abuse treatment  ,,Do not use medication for opioid addiction,,,,,,,,,,,,,,,Do not use medication for opioid addiction ,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=219 East Railroad Avenue, Fort Morgan, CO 80701",40.248579,-103.799926
-103.7971298,40.2482602,277,A Window of Hope Counseling,,324 East Railroad Avenue,Suite 400,Fort Morgan,CO,80701,Morgan,970-380-1160,http://www.haroldanderson.net,2018/03/23 11:49:28.022,Substance abuse treatment ,,,Substance abuse treatment  ,,Do not use medication for opioid addiction,,,,,,,,,,,,,,,Do not use medication for opioid addiction ,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=324 East Railroad Avenue, Fort Morgan, CO 80701",40.2482602,-103.7971298
-103.1595896,38.0777419,278,Region Six Alcohol and Drug Abuse,(RESADA),11000 Road GG 5,,Las Animas,CO,81054,Bent,719-456-2600,http://www.resadatreatment.com/,2018/03/07 12:27:06.124,"Detoxification, Substance abuse treatment",Detoxification,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=11000 Road GG 5, Las Animas, CO 81054",38.0777419,-103.1595896
-104.5102574,37.1633543,279,Crossroads Turning Points Inc,,1004 Carbon Place,,Trinidad,CO,81082,Las Animas,719-846-4481,http://www.crossroadstp.org,2017/02/01 17:30:00,"Detoxification, Substance abuse treatment",Detoxification,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1004 Carbon Place, Trinidad, CO 81082",37.1633543,-104.5102574
-104.6980956,40.4486208,280,North Range Behavioral Health,Crisis Stabilization/ATU/Detox,1140 M Street,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2018/05/21 15:42:18.623,Detoxification,Detoxification,,,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1140 M Street, Greeley, CO 80631",40.4486208,-104.6980956
-107.8248308,37.2350641,281,Axis Health System,Detox Unit,1125 Three Springs Boulevard,,Durango,CO,81301,La Plata,970-259-8732,http://www.axishealthsystem.org,2017/02/01 17:30:00,Detoxification,Detoxification,,,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1125 Three Springs Boulevard, Durango, CO 81301",37.2350641,-107.8248308
-104.8545381,38.8743083,282,Penrose Saint Francis Hlthcare Servs,The Riegel Center,2925 Professional Place,Suite 101,Colorado Springs,CO,80904,El Paso,719-776-6850,http://www.centura.org/locations/penrose-st-francis-health-services,2018/08/06 09:14:37.597,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,General Hospital,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2925 Professional Place, Colorado Springs, CO 80904",38.8743083,-104.8545381
-105.2011218,39.7407409,283,Behavioral Treatment Services,,17720 South Golden Road,,Golden,CO,80401,Jefferson,303-915-3163,http://www.btxs.org/,2018/03/07 12:04:13.634,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=17720 South Golden Road, Golden, CO 80401",39.7407409,-105.2011218
-105.0957862,39.7393649,284,Whitian House LLC,,1439 Estes Street,,Denver,CO,80215,Jefferson,720-287-4461,http://,2017/12/05 10:38:02.061,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1439 Estes Street, Denver, CO 80215",39.7393649,-105.0957862
-105.0393833,39.6394942,285,ARTS University of CO Denver/Anschutz,Peer I Dedication House,3722-3726 West Princeton Circle,,Denver,CO,80236,Denver,303-761-2885,http://www.artstreatment.com/,2018/05/03 10:38:12.488,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3722-3726 West Princeton Circle, Denver, CO 80236",39.6394942,-105.0393833
-105.0362754,39.6393556,286,Univ of CO Health Sciences Center/ARTS,The Haven,3630 West Princeton Circle,,Denver,CO,80236,Denver,303-761-7626,http://www.artstreatment.com,2017/07/12 14:38:10.660,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3630 West Princeton Circle, Denver, CO 80236",39.6393556,-105.0362754
-105.019763,39.611383,287,Williams Counseling,,5808 South Rapp Street,Suite 111,Littleton,CO,80120,Arapahoe,303-263-8992,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=5808 South Rapp Street, Littleton, CO 80120",39.611383,-105.019763
-105.0244868,39.6765398,288,Choices in Living Counseling Center,,2200 South Federal Boulevard,Suite 2,Denver,CO,80219,Denver,303-937-7696,http://choicesinlivingcounseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2200 South Federal Boulevard, Denver, CO 80219",39.6765398,-105.0244868
-105.0797337,39.8168499,289,Creative Treatment Options,,7585 West 66th Avenue,Building C,Arvada,CO,80003,Jefferson,303-467-2624 x1,http://,2018/01/18 14:35:29.001,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=7585 West 66th Avenue, Arvada, CO 80003",39.8168499,-105.0797337
-104.9881276,39.6405328,290,Counseling Center of the Rockies,South,4195 South Broadway,,Englewood,CO,80113,Arapahoe,303-806-0933,http://www.counselingcenteroftherockies.com,2018/01/17 08:44:56.481,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=4195 South Broadway, Englewood, CO 80113",39.6405328,-104.9881276
-105.2236946,40.01431,291,Behavioral Treatment Services,,5600 Arapahoe Avenue,Suite 100,Boulder,CO,80302,Boulder,303-501-0067,http://www.btxs.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=5600 Arapahoe Avenue, Boulder, CO 80302",40.01431,-105.2236946
-104.9852418,39.7302007,292,Acacia Counseling Inc,,190 East 9th Avenue,Suite 150,Denver,CO,80203,Denver,303-861-9378,http://,2017/07/27 10:09:15.367,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=190 East 9th Avenue, Denver, CO 80203",39.7302007,-104.9852418
-105.0317243,39.8277685,293,Counseling Center of the Rockies,North,3489 West 72nd Avenue,Suite 105,Westminster,CO,80030,Adams,303-412-7723,http://www.counselingcenteroftherockies.com,2018/05/01 12:05:45.103,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3489 West 72nd Avenue, Westminster, CO 80030",39.8277685,-105.0317243
-104.970419,39.7397161,294,Recovering Spirit LLC,,1490 Lafayette Street,Suite 208,Denver,CO,80218,Denver,720-810-5922,http://www.recoveringspirit.com,2018/05/21 15:43:56.101,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1490 Lafayette Street, Denver, CO 80218",39.7397161,-104.970419
-104.959494,39.741939,295,Empowerment Program,,1600 York Street,,Denver,CO,80206,Denver,303-320-1989 x211,http://www.empowermentprogram.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1600 York Street, Denver, CO 80206",39.741939,-104.959494
-104.9152506,39.7395103,296,Colorado Health Network Inc,DBA Colorado AIDS Project,6260 East Colfax Avenue,,Denver,CO,80220,Denver,303-837-1501,http://www.coloradohealthnetwork.org,2018/03/07 12:26:54.164,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=6260 East Colfax Avenue, Denver, CO 80220",39.7395103,-104.9152506
-104.9961695,39.8985262,297,Acacia Counseling Inc,,11150 North Huron Street,Suite 207,Denver,CO,80234,Broomfield,303-438-9730,http://,2018/06/20 09:27:07.415,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=11150 North Huron Street, Denver, CO 80234",39.8985262,-104.9961695
-104.886782,39.6546916,298,A Womans Way to Recovery,,8751 East Hampden Street,Suite B-2,Denver,CO,80231,Denver,303-523-0621,http://www.a-womans-way-to-recovery.com,2018/01/17 12:56:43.608,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=8751 East Hampden Street, Denver, CO 80231",39.6546916,-104.886782
-105.002036,39.914492,299,Behavioral Treatment Services,,1333 West 120th Avenue,Suite 109,Denver,CO,80234,Adams,303-915-3163,http://www.btxs.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1333 West 120th Avenue, Denver, CO 80234",39.914492,-105.002036
-104.8860086,39.6874174,300,Heritage Outpatient Treatment Servs,,1602 South Parker Road,Suite 214,Denver,CO,80231,Denver,720-748-0523,http://www.heritagecounselingcenter.com,2018/05/07 13:09:41.887,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1602 South Parker Road, Denver, CO 80231",39.6874174,-104.8860086
-104.8749889,39.6539565,301,Continuum Recovery Center,,9725 East Hampden Avenue,Suite 308,Denver,CO,80231,Denver,303-339-0420,http://,2018/01/05 15:01:41.116,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=9725 East Hampden Avenue, Denver, CO 80231",39.6539565,-104.8749889
-104.8096139,39.7380944,302,Aurora Mental Health Center,Outpatient Dual Diagnosis Treatment,1390 Chambers Road,,Aurora,CO,80011,Arapahoe,303-617-2300,http://www.aumhc.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1390 Chambers Road, Aurora, CO 80011",39.7380944,-104.8096139
-104.810488,39.7417145,303,Aurora Center for Treatment Ltd,Rumley Treatment PLLC,1591 Chambers Road,Suite E,Aurora,CO,80011,Arapahoe,303-340-8990,http://www.auroracentx.com,2018/09/25 10:15:59.670,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1591 Chambers Road, Aurora, CO 80011",39.7417145,-104.810488
-105.0565798,38.9948775,304,Aspen Counseling and Education Ctr,,321 West Henrietta Avenue,,Woodland Park,CO,80866,Teller,719-238-2908,http://,2018/05/09 09:48:15.389,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=321 West Henrietta Avenue, Woodland Park, CO 80866",38.9948775,-105.0565798
-104.789723,38.793049,305,Gregory M Ortega LCSW LAC,,2804 Janitell Road,,Colorado Springs,CO,80906,El Paso,719-633-4764,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2804 Janitell Road, Colorado Springs, CO 80906",38.793049,-104.789723
-104.7410177,38.8079622,306,AspenPointe Health Services,,1795 Jet Wing Drive,,Colorado Springs,CO,80916,El Paso,719-572-6100,http://,2018/08/30 09:02:45.374,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1795 Jet Wing Drive, Colorado Springs, CO 80916",38.8079622,-104.7410177
-104.6978384,40.4480546,307,North Range Behavioral Health,Adult Outpatient and BASIC,1260 H Street,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2017/07/26 17:07:47.570,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1260 H Street, Greeley, CO 80631",40.4480546,-104.6978384
-104.634664,38.307135,308,Crossroads Turning Points Inc,,3500 Baltimore Avenue,,Pueblo,CO,81008,Pueblo,719-545-1181,http://www.crossroadstp.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3500 Baltimore Avenue, Pueblo, CO 81008",38.307135,-104.634664
-104.634998,38.306881,309,Crossroads Turning Points Inc,,3470 Baltimore Avenue,,Pueblo,CO,81008,Pueblo,719-545-1181,http://www.crossroadstp.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3470 Baltimore Avenue, Pueblo, CO 81008",38.306881,-104.634998
-107.553163,40.513003,310,Yampa River Counseling ,,458 Ranney Street,,Craig,CO,81625,Moffat,970-824-5870,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=458 Ranney Street, Craig, CO 81625",40.513003,-107.553163
-105.8655955,37.4699367,311,Hope Grief Loss and Substance Abuse,,315 State Avenue,Suite 101,Alamosa,CO,81101,Alamosa,719-588-6807,http://,2017/07/25 15:34:23.723,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=315 State Avenue, Alamosa, CO 81101",37.4699367,-105.8655955
-108.557338,39.069972,312,Salvation Army,,903 Grand Avenue,,Grand Junction,CO,81501,Mesa,970-242-3119,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=903 Grand Avenue, Grand Junction, CO 81501",39.069972,-108.557338
-108.5616221,39.0636889,313,Mesa County Criminal Justice Servs,,650 South Avenue,,Grand Junction,CO,81501,Mesa,970-244-3300,http://www.cjsd.mesacounty.us/,2018/03/27 08:34:17.334,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=650 South Avenue, Grand Junction, CO 81501",39.0636889,-108.5616221
-103.2062104,40.626337,314,Alix McMurray Therapeutic Csl,,302 North 3rd Street,Suite 4,Sterling,CO,80751,Logan,970-520-9538,http://,2018/05/01 14:42:04.308,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=302 North 3rd Street, Sterling, CO 80751",40.626337,-103.2062104
-107.87948,37.278029,315,Preferred Counseling Services,,1315 Main Avenue,Suite 212,Durango,CO,81301,La Plata,970-259-3952,http://www.buzztown.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1315 Main Avenue, Durango, CO 81301",37.278029,-107.87948
-107.6328158,37.1327924,316,Peaceful Spirit,Southern Ute Community Action Prog,296 Mouache Circle,,Ignacio,CO,81137,La Plata,970-563-4555,http://www.sucap.org,2018/05/09 10:45:36.562,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=296 Mouache Circle, Ignacio, CO 81137",37.1327924,-107.6328158
-104.9895202,39.718751,317,Sobriety House Inc,,121 Acoma Street,,Denver,CO,80223,Denver,720-381-4336,http://www.sobrietyhouse.org,2018/05/09 10:55:15.165,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=121 Acoma Street, Denver, CO 80223",39.718751,-104.9895202
-104.9892074,39.7538045,318,Sobriety House Inc,Phoenix Concept,2162 Lawrence Street,,Denver,CO,80205,Denver,720-381-4337,http://www.sobrietyhouse.org,2018/05/09 10:55:03.368,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2162 Lawrence Street, Denver, CO 80205",39.7538045,-104.9892074
-104.869816,39.739778,319,New Start Recovery ,,10180 East Colfax Avenue,Unit 108,Aurora,CO,80010,Arapahoe,720-275-7318,http://,2018/05/21 15:30:19.859,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=10180 East Colfax Avenue, Aurora, CO 80010",39.739778,-104.869816
-104.6959998,40.4181117,320,North Range Behavioral Health,Adult Recovery Program,1306 11th Avenue,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2018/08/16 13:48:32.191,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1306 11th Avenue, Greeley, CO 80631",40.4181117,-104.6959998
-104.695011,40.4178911,321,North Range Behavioral Health,True North,1309 10th Avenue,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2017/07/26 17:05:33.200,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1309 10th Avenue, Greeley, CO 80631",40.4178911,-104.695011
-108.5304209,39.0644562,322,Colorado West Regional MH Ctr,Mind Springs Health Womens Recov,2800 Riverside Parkway,Building 2,Grand Junction,CO,81501,Mesa,970-245-4213,http://www.mindspringshealth.org,2018/03/30 14:25:37.235,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2800 Riverside Parkway, Grand Junction, CO 81501",39.0644562,-108.5304209
-105.7842227,39.9167297,323,Luna Counseling LLC,,79050 U.S. Highway 40,,Winter Park,CO,80482,Grand,970-531-6173,http://www.lunacounseling.org,2018/03/07 12:04:17.908,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=79050 U.S. Highway 40, Winter Park, CO 80482",39.9167297,-105.7842227
-106.3859339,39.6446919,324,Colorado West Regional MH Ctr,DBA Mind Springs Health,395 East Lionshead Circle,,Vail,CO,81657,Eagle,970-476-0930,http://www.mindspringshealth.org,2018/06/05 09:51:38.145,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=395 East Lionshead Circle, Vail, CO 81657",39.6446919,-106.3859339
-105.934744,40.0847036,325,Colorado West Regional MH Ctr,DBA Mind Springs Health,480 East Agate Avenue,,Granby,CO,80446,Grand,970-887-2179,http://www.mindspringshealth.org,2018/05/22 12:20:19.055,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=480 East Agate Avenue, Granby, CO 80446",40.0847036,-105.934744
-105.9391984,40.0856073,326,Luna Counseling LLC,,191 Agate Avenue,,Granby,CO,80446,Grand,970-531-6173,http://www.lunacounseling.org,2018/05/07 13:11:19.201,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=191 Agate Avenue, Granby, CO 80446",40.0856073,-105.9391984
-105.0816226,39.6577572,327,National Institute for Change PC,,3225 South Wadsworth Boulevard,Unit T,Denver,CO,80227,Jefferson,303-231-0090,http://www.nichange.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=3225 South Wadsworth Boulevard, Denver, CO 80227",39.6577572,-105.0816226
-105.096812,39.7398518,328,Parker Froyd and Associates,Mental Health Services,8830 West Colfax Avenue,,Denver,CO,80215,Arapahoe,303-202-0801,http://www.pfamhs.com,2017/07/27 11:20:58.811,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=8830 West Colfax Avenue, Denver, CO 80215",39.7398518,-105.096812
-105.071362,39.682278,329,Solace Counseling Services Inc,,6655 West Jewell Avenue,Suite 100,Denver,CO,80232,Jefferson,303-975-1922,http://www.solacecolorado.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=6655 West Jewell Avenue, Denver, CO 80232",39.682278,-105.071362
