,X,Y,OBJECTID,Provider_Name,Provider_Name2,Address,Address2,City,State,Zip,County,Phone,Website_URL,Date_Last_Update,Type,Detoxification,Mental_Health,Substance_Abuse,Transitional_Housing,Opiod_Treatment_Settings,SAMHSA_Cert_Opioid_Treatment_Program,Buprenorphine_Maintenance,Buprenorphine_Maintenance_for_Predetermined_Time,Buprenorphine_Detoxification,Buprenorphine_used_in_Treatment,Naltrexone_used_in_Treatment,Methadone_Maintenance,Methadone_Maintenance_for_Predetermined_time,Methadone_Detoxification,Prescribes_administers_Buprenorphine,Prescribes_administers_Naltrexone,Relapse_prevention_from_Naltrexone,Use_methadone_buprenorphine_for_pain_mgmt_emergency,Accepts_clients_on_opioid_medication,Do_not_use_medication_for_Opioid_Addiction,Does_not_treat_Opioid_Addiction,Facility_Type,Age_Groups_Served,Date_Data_Published_CDPHE,Directions,LATITUDE,LONGITUDE,Special Connection Provider,Area of Service,About,Special_Connection_Approved
295,-104.9152506,39.7395103,296,Colorado Health Network Inc,DBA Colorado AIDS Project,6260 East Colfax Avenue,,Denver,CO,80220,Denver,303-837-1501,http://www.coloradohealthnetwork.org,2018/03/07 12:26:54.164,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=6260 East Colfax Avenue, Denver, CO 80220",39.7395103,-104.9152506,0,,,False
296,-104.9961695,39.8985262,297,Acacia Counseling Inc,,11150 North Huron Street,Suite 207,Denver,CO,80234,Broomfield,303-438-9730,http://,2018/06/20 09:27:07.415,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=11150 North Huron Street, Denver, CO 80234",39.8985262,-104.9961695,0,,,False
297,-104.886782,39.6546916,298,A Womans Way to Recovery,,8751 East Hampden Street,Suite B-2,Denver,CO,80231,Denver,303-523-0621,http://www.a-womans-way-to-recovery.com,2018/01/17 12:56:43.608,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=8751 East Hampden Street, Denver, CO 80231",39.6546916,-104.886782,0,,,False
298,-105.002036,39.914492,299,Behavioral Treatment Services,,1333 West 120th Avenue,Suite 109,Denver,CO,80234,Adams,303-915-3163,http://www.btxs.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1333 West 120th Avenue, Denver, CO 80234",39.914492,-105.002036,0,,,False
299,-104.8860086,39.6874174,300,Heritage Outpatient Treatment Servs,,1602 South Parker Road,Suite 214,Denver,CO,80231,Denver,720-748-0523,http://www.heritagecounselingcenter.com,2018/05/07 13:09:41.887,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1602 South Parker Road, Denver, CO 80231",39.6874174,-104.8860086,0,,,False
300,-104.8749889,39.6539565,301,Continuum Recovery Center,,9725 East Hampden Avenue,Suite 308,Denver,CO,80231,Denver,303-339-0420,http://,2018/01/05 15:01:41.116,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=9725 East Hampden Avenue, Denver, CO 80231",39.6539565,-104.8749889,0,,,False
301,-104.8096139,39.7380944,302,Aurora Mental Health Center,Outpatient Dual Diagnosis Treatment,1390 Chambers Road,,Aurora,CO,80011,Arapahoe,303-617-2300,http://www.aumhc.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1390 Chambers Road, Aurora, CO 80011",39.7380944,-104.8096139,0,,,False
302,-104.810488,39.7417145,303,Aurora Center for Treatment Ltd,Rumley Treatment PLLC,1591 Chambers Road,Suite E,Aurora,CO,80011,Arapahoe,303-340-8990,http://www.auroracentx.com,2018/09/25 10:15:59.670,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1591 Chambers Road, Aurora, CO 80011",39.7417145,-104.810488,0,,,False
303,-105.0565798,38.9948775,304,Aspen Counseling and Education Ctr,,321 West Henrietta Avenue,,Woodland Park,CO,80866,Teller,719-238-2908,http://,2018/05/09 09:48:15.389,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=321 West Henrietta Avenue, Woodland Park, CO 80866",38.9948775,-105.0565798,0,,,False
304,-104.789723,38.793049,305,Gregory M Ortega LCSW LAC,,2804 Janitell Road,,Colorado Springs,CO,80906,El Paso,719-633-4764,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2804 Janitell Road, Colorado Springs, CO 80906",38.793049,-104.789723,0,,,False
305,-104.7410177,38.8079622,306,AspenPointe Health Services,,1795 Jet Wing Drive,,Colorado Springs,CO,80916,El Paso,719-572-6100,http://,2018/08/30 09:02:45.374,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1795 Jet Wing Drive, Colorado Springs, CO 80916",38.8079622,-104.7410177,0,,,False
306,-104.6978384,40.4480546,307,North Range Behavioral Health,Adult Outpatient and BASIC,1260 H Street,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2017/07/26 17:07:47.570,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1260 H Street, Greeley, CO 80631",40.4480546,-104.6978384,0,,,False
307,-104.634664,38.307135,308,Crossroads Turning Points Inc,,3500 Baltimore Avenue,,Pueblo,CO,81008,Pueblo,719-545-1181,http://www.crossroadstp.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3500 Baltimore Avenue, Pueblo, CO 81008",38.307135,-104.634664,"Crossroads' Turning Points: Baltimore Ave: Residential and outpatient levels of care, children can remain with mother in treatment","Pueblo, Pueblo County", Baltimore Ave,True
308,-104.634998,38.306881,309,Crossroads Turning Points Inc,,3470 Baltimore Avenue,,Pueblo,CO,81008,Pueblo,719-545-1181,http://www.crossroadstp.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=3470 Baltimore Avenue, Pueblo, CO 81008",38.306881,-104.634998,"Crossroads' Turning Points: Baltimore Ave: Residential and outpatient levels of care, children can remain with mother in treatment","Pueblo, Pueblo County", Baltimore Ave,True
309,-107.553163,40.513003,310,Yampa River Counseling ,,458 Ranney Street,,Craig,CO,81625,Moffat,970-824-5870,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=458 Ranney Street, Craig, CO 81625",40.513003,-107.553163,0,,,False
310,-105.8655955,37.4699367,311,Hope Grief Loss and Substance Abuse,,315 State Avenue,Suite 101,Alamosa,CO,81101,Alamosa,719-588-6807,http://,2017/07/25 15:34:23.723,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=315 State Avenue, Alamosa, CO 81101",37.4699367,-105.8655955,0,,,False
311,-108.557338,39.069972,312,Salvation Army,,903 Grand Avenue,,Grand Junction,CO,81501,Mesa,970-242-3119,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=903 Grand Avenue, Grand Junction, CO 81501",39.069972,-108.557338,0,,,False
312,-108.5616221,39.0636889,313,Mesa County Criminal Justice Servs,,650 South Avenue,,Grand Junction,CO,81501,Mesa,970-244-3300,http://www.cjsd.mesacounty.us/,2018/03/27 08:34:17.334,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=650 South Avenue, Grand Junction, CO 81501",39.0636889,-108.5616221,0,,,False
313,-103.2062104,40.626337,314,Alix McMurray Therapeutic Csl,,302 North 3rd Street,Suite 4,Sterling,CO,80751,Logan,970-520-9538,http://,2018/05/01 14:42:04.308,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=302 North 3rd Street, Sterling, CO 80751",40.626337,-103.2062104,0,,,False
314,-107.87948,37.278029,315,Preferred Counseling Services,,1315 Main Avenue,Suite 212,Durango,CO,81301,La Plata,970-259-3952,http://www.buzztown.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1315 Main Avenue, Durango, CO 81301",37.278029,-107.87948,0,,,False
315,-107.6328158,37.1327924,316,Peaceful Spirit,Southern Ute Community Action Prog,296 Mouache Circle,,Ignacio,CO,81137,La Plata,970-563-4555,http://www.sucap.org,2018/05/09 10:45:36.562,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=296 Mouache Circle, Ignacio, CO 81137",37.1327924,-107.6328158,0,,,False
316,-104.9895202,39.718751,317,Sobriety House Inc,,121 Acoma Street,,Denver,CO,80223,Denver,720-381-4336,http://www.sobrietyhouse.org,2018/05/09 10:55:15.165,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=121 Acoma Street, Denver, CO 80223",39.718751,-104.9895202,0,,,False
317,-104.9892074,39.7538045,318,Sobriety House Inc,Phoenix Concept,2162 Lawrence Street,,Denver,CO,80205,Denver,720-381-4337,http://www.sobrietyhouse.org,2018/05/09 10:55:03.368,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2162 Lawrence Street, Denver, CO 80205",39.7538045,-104.9892074,0,,,False
318,-104.869816,39.739778,319,New Start Recovery ,,10180 East Colfax Avenue,Unit 108,Aurora,CO,80010,Arapahoe,720-275-7318,http://,2018/05/21 15:30:19.859,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=10180 East Colfax Avenue, Aurora, CO 80010",39.739778,-104.869816,0,,,False
319,-104.6959998,40.4181117,320,North Range Behavioral Health,Adult Recovery Program,1306 11th Avenue,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2018/08/16 13:48:32.191,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1306 11th Avenue, Greeley, CO 80631",40.4181117,-104.6959998,0,,,False
320,-104.695011,40.4178911,321,North Range Behavioral Health,True North,1309 10th Avenue,,Greeley,CO,80631,Weld,970-347-2120,http://www.northrange.org,2017/07/26 17:05:33.200,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=1309 10th Avenue, Greeley, CO 80631",40.4178911,-104.695011,0,,,False
321,-108.5304209,39.0644562,322,Colorado West Regional MH Ctr,Mind Springs Health Womens Recov,2800 Riverside Parkway,Building 2,Grand Junction,CO,81501,Mesa,970-245-4213,http://www.mindspringshealth.org,2018/03/30 14:25:37.235,"Substance abuse treatment, Transitional housing or halfway house",,,Substance abuse treatment  ,Transitional housing or halfway house,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Young Adults",October 2018,"https://maps.google.com/?q=2800 Riverside Parkway, Grand Junction, CO 81501",39.0644562,-108.5304209,MindSprings: Women's Recovery Center,"Grand Junction, Mesa County", Women's Recovery Center,True
322,-105.7842227,39.9167297,323,Luna Counseling LLC,,79050 U.S. Highway 40,,Winter Park,CO,80482,Grand,970-531-6173,http://www.lunacounseling.org,2018/03/07 12:04:17.908,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=79050 U.S. Highway 40, Winter Park, CO 80482",39.9167297,-105.7842227,0,,,False
323,-106.3859339,39.6446919,324,Colorado West Regional MH Ctr,DBA Mind Springs Health,395 East Lionshead Circle,,Vail,CO,81657,Eagle,970-476-0930,http://www.mindspringshealth.org,2018/06/05 09:51:38.145,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=395 East Lionshead Circle, Vail, CO 81657",39.6446919,-106.3859339,0,,,False
324,-105.934744,40.0847036,325,Colorado West Regional MH Ctr,DBA Mind Springs Health,480 East Agate Avenue,,Granby,CO,80446,Grand,970-887-2179,http://www.mindspringshealth.org,2018/05/22 12:20:19.055,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=480 East Agate Avenue, Granby, CO 80446",40.0847036,-105.934744,0,,,False
325,-105.9391984,40.0856073,326,Luna Counseling LLC,,191 Agate Avenue,,Granby,CO,80446,Grand,970-531-6173,http://www.lunacounseling.org,2018/05/07 13:11:19.201,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=191 Agate Avenue, Granby, CO 80446",40.0856073,-105.9391984,0,,,False
326,-105.0816226,39.6577572,327,National Institute for Change PC,,3225 South Wadsworth Boulevard,Unit T,Denver,CO,80227,Jefferson,303-231-0090,http://www.nichange.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=3225 South Wadsworth Boulevard, Denver, CO 80227",39.6577572,-105.0816226,0,,,False
327,-105.096812,39.7398518,328,Parker Froyd and Associates,Mental Health Services,8830 West Colfax Avenue,,Denver,CO,80215,Arapahoe,303-202-0801,http://www.pfamhs.com,2017/07/27 11:20:58.811,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=8830 West Colfax Avenue, Denver, CO 80215",39.7398518,-105.096812,0,,,False
328,-105.071362,39.682278,329,Solace Counseling Services Inc,,6655 West Jewell Avenue,Suite 100,Denver,CO,80232,Jefferson,303-975-1922,http://www.solacecolorado.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=6655 West Jewell Avenue, Denver, CO 80232",39.682278,-105.071362,0,,,False
329,-105.1056301,39.7851505,330,Denver Family Therapy Center,Adolescent Substance Abuse Program,4891 Independence Street,Suite 165,Wheat Ridge,CO,80033,Jefferson,303-456-0600 x148,http://www.denverfamilytherapycenter.com,2017/06/14 09:50:45.168,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=4891 Independence Street, Wheat Ridge, CO 80033",39.7851505,-105.1056301,0,,,False
330,-105.0824567,39.7487897,331,All Seasons Counseling LLC,,2099 Wadsworth Boulevard,Unit M,Denver,CO,80214,Jefferson,303-927-8582,http://SeasonsEMDR.com,2018/06/05 13:37:43.457,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=2099 Wadsworth Boulevard, Denver, CO 80214",39.7487897,-105.0824567,0,,,False
331,-105.041907,39.70434,332,Spanish Clinic LLC,,4200 Morrison Road,Unit 8,Denver,CO,80219,Denver,303-934-3040,http://www.spanish-clinic.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=4200 Morrison Road, Denver, CO 80219",39.70434,-105.041907,0,,,False
332,-105.015597,39.616061,333,AllHealth Network,,5554 South Prince Street,,Littleton,CO,80120,Arapahoe,303-730-8858,http://www.allhealthnetwork.org,2017/08/16 10:17:28.654,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=5554 South Prince Street, Littleton, CO 80120",39.616061,-105.015597,0,,,False
333,-105.0255836,39.7457006,334,National Institute for Change,,1827 Federal Boulevard,,Denver,CO,80204,Denver,303-231-0090,http://www.nichange.com,2018/03/14 09:39:10.738,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1827 Federal Boulevard, Denver, CO 80204",39.7457006,-105.0255836,0,,,False
334,-105.2521201,40.0177079,335,Behavioral Treatment Services,,1790 30th Street,Suite 304,Boulder,CO,80301,Boulder,303-449-1566,http://www.btxs.org/,2018/03/07 12:04:40.913,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1790 30th Street, Boulder, CO 80301",40.0177079,-105.2521201,0,,,False
335,-105.0520645,39.8438227,336,Genesis Counseling,,8120 Sheridan Boulevard,Suite C-215,Westminster,CO,80031,Adams,303-487-0090,http://www.genesis-counseling.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=8120 Sheridan Boulevard, Westminster, CO 80031",39.8438227,-105.0520645,0,,,False
336,-104.9677062,39.763668,337,Community Alcohol/Drug Rehab and,Education Center (CADREC),3315 Gilpin Street,,Denver,CO,80205,Denver,303-295-2521,http://www.cadrec.org,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=3315 Gilpin Street, Denver, CO 80205",39.763668,-104.9677062,0,,,False
337,-104.9531219,39.740412,338,University of Colorado Denver/ARTS,,2925 East Colfax Avenue,,Denver,CO,80206,Denver,303-388-8191,http://,2017/04/14 10:47:20,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=2925 East Colfax Avenue, Denver, CO 80206",39.740412,-104.9531219,0,,,False
338,-104.9067786,39.6233548,339,Bonnie Mucklow,Families at Five,7000 East Belleview Avenue,Suite 203,Englewood,CO,80111,Arapahoe,720-488-3822,http://www.familiesatfive.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=7000 East Belleview Avenue, Englewood, CO 80111",39.6233548,-104.9067786,0,,,False
339,-104.9088634,39.6772934,340,Center for Recovery Inc,,2121 South Oneida Street,Suite 412,Denver,CO,80237,Denver,303-694-7492,http://www.centerforrecovery.net,2018/06/19 14:01:11.324,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=2121 South Oneida Street, Denver, CO 80237",39.6772934,-104.9088634,0,,,False
340,-104.977793,39.862977,341,Ideas Directed at Eliminating Abuse,IDEA Thornton,9150 North Washington Street,Suite B,Denver,CO,80229,Adams,303-996-9966,http://www.ideacares.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=9150 North Washington Street, Denver, CO 80229",39.862977,-104.977793,0,,,False
341,-105.08935,39.998505,342,Monarch OTC,,129 North Harrison Avenue,,Lafayette,CO,80026,Boulder,303-665-9044,http://monarchcounselinglafayette.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=129 North Harrison Avenue, Lafayette, CO 80026",39.998505,-105.08935,0,,,False
342,-104.8967889,39.6957026,343,Transition and Recovery,A Counseling Center,1181 South Parker Road,Suite 104,Denver,CO,80231,Denver,303-750-0614,http://transitionandrecovery.homestead.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1181 South Parker Road, Denver, CO 80231",39.6957026,-104.8967889,0,,,False
343,-104.87791,39.594432,344,National Institute for Change PC,,9600 East Arapahoe Road,Suite 220,Englewood,CO,80112,Arapahoe,303-231-0090 x0,http://www.nichange.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=9600 East Arapahoe Road, Englewood, CO 80112",39.594432,-104.87791,0,,,False
344,-104.9341855,39.8058789,345,Genesis Counseling,,4545 East 60th Avenue,Suite 150,Commerce City,CO,80022,Adams,303-288-0040,http://www.genesis-counseling.com,2018/05/22 12:20:28.384,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=4545 East 60th Avenue, Commerce City, CO 80022",39.8058789,-104.9341855,0,,,False
345,-104.9951983,39.9082773,346,Life Recovery Center,Community Counseling and Consulting,11658 North Huron Street,Suite 400,Denver,CO,80234,Adams,303-252-4179,http://,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=11658 North Huron Street, Denver, CO 80234",39.9082773,-104.9951983,0,,,False
346,-104.8627346,39.6696775,347,National Institute for Change,,2600 South Parker Road,"Building 5, Suite 150",Aurora,CO,80014,Arapahoe,303-231-0090,http://www.nichange.com,2017/04/25 12:31:30,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=2600 South Parker Road, Aurora, CO 80014",39.6696775,-104.8627346,0,,,False
347,-104.8750222,39.7384279,348,Spanish Clinic LLC,,1400 Dayton Street ,,Aurora,CO,80010,Arapahoe,720-920-9508,http://,2017/05/26 15:36:16,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=1400 Dayton Street , Aurora, CO 80010",39.7384279,-104.8750222,0,,,False
348,-104.8398702,39.6742501,349,Our Inheritance LLC,,2323 South Troy Street,"Building 5, Suite 320",Aurora,CO,80013,Arapahoe,720-227-8750,http://www.ourinheritance.net,2018/01/29 15:03:50.914,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=2323 South Troy Street, Aurora, CO 80013",39.6742501,-104.8398702,0,,,False
349,-104.843365,39.772209,350,Spanish Clinic LLC,,12445 East 39th Avenue,Unit 207,Denver,CO,80239,Denver,720-335-6651,http://www.spanish-clinic.com,2017/02/01 17:30:00,Substance abuse treatment ,,,Substance abuse treatment  ,,Accepts clients on opioid medication,,,,,,,,,,,,,,Accepts clients on opioid medication ,,,,"Adults, Children and Adolescents, Young Adults",October 2018,"https://maps.google.com/?q=12445 East 39th Avenue, Denver, CO 80239",39.772209,-104.843365,0,,,False
